@relation trafico

@attribute dia {Lunes,Martes,Miércoles,Jueves,Viernes,Sábado,Domingo}
@attribute mes {Enero,Febrero,Marzo,Abril,Mayo,Junio,Julio,Agosto,Septiembre,Octubre,Noviembre,Diciembre}
@attribute hora numeric
@attribute tipo {Laboral,Festivo,Víspera}
@attribute lluvia {si, no}
@attribute cantidad {leve,moderado,alto,muy_alto}

@data
Martes,Marzo,22,Laboral,no,moderado
Miércoles,Marzo,22,Laboral,no,moderado
Jueves,Marzo,22,Festivo,no,moderado
Viernes,Marzo,22,Festivo,no,alto
Sábado,Marzo,22,Víspera,no,alto
Domingo,Marzo,22,Festivo,no,moderado
Lunes,Marzo,23,Laboral,no,leve
Martes,Marzo,23,Laboral,no,leve
Miércoles,Marzo,23,Laboral,no,leve
Jueves,Marzo,23,Festivo,no,moderado
Viernes,Marzo,23,Festivo,no,moderado
Sábado,Marzo,23,Víspera,no,moderado
Domingo,Marzo,23,Festivo,no,leve
Lunes,Marzo,24,Laboral,no,leve
Martes,Marzo,24,Laboral,no,leve
Miércoles,Marzo,24,Laboral,no,leve
Jueves,Marzo,24,Festivo,no,leve
Viernes,Marzo,24,Festivo,no,leve
Sábado,Marzo,24,Víspera,no,leve
Domingo,Marzo,24,Festivo,no,leve
Lunes,Marzo,1,Laboral,no,leve
Martes,Marzo,1,Laboral,no,leve
Miércoles,Marzo,1,Laboral,no,leve
Jueves,Marzo,1,Laboral,no,leve
Viernes,Abril,1,Laboral,no,leve
Sábado,Abril,1,Víspera,no,leve
Domingo,Abril,1,Festivo,no,leve
Lunes,Marzo,2,Laboral,no,leve
Martes,Marzo,2,Laboral,no,leve
Miércoles,Marzo,2,Laboral,no,leve
Jueves,Marzo,2,Laboral,no,leve
Viernes,Abril,2,Laboral,no,leve
Sábado,Abril,2,Víspera,no,leve
Domingo,Abril,2,Festivo,no,leve
Lunes,Marzo,3,Laboral,no,leve
Martes,Marzo,3,Laboral,no,leve
Miércoles,Marzo,3,Laboral,no,leve
Jueves,Marzo,3,Laboral,no,leve
Viernes,Abril,3,Laboral,no,leve
Sábado,Abril,3,Víspera,no,leve
Domingo,Abril,3,Festivo,no,leve
Lunes,Marzo,4,Laboral,no,leve
Martes,Marzo,4,Laboral,no,leve
Miércoles,Marzo,4,Laboral,no,leve
Jueves,Marzo,4,Laboral,no,leve
Viernes,Abril,4,Laboral,no,leve
Sábado,Abril,4,Víspera,no,leve
Domingo,Abril,4,Festivo,no,leve
Lunes,Marzo,5,Laboral,no,leve
Martes,Marzo,5,Laboral,no,leve
Miércoles,Marzo,5,Laboral,no,leve
Jueves,Marzo,5,Laboral,no,leve
Viernes,Abril,5,Laboral,no,leve
Sábado,Abril,5,Víspera,no,leve
Domingo,Abril,5,Festivo,no,leve
Lunes,Marzo,6,Laboral,no,leve
Martes,Marzo,6,Laboral,no,leve
Miércoles,Marzo,6,Laboral,no,leve
Jueves,Marzo,6,Laboral,no,leve
Viernes,Abril,6,Laboral,no,leve
Sábado,Abril,6,Víspera,no,leve
Domingo,Abril,6,Festivo,no,leve
Lunes,Marzo,7,Laboral,no,moderado
Martes,Marzo,7,Laboral,no,alto
Miércoles,Marzo,7,Laboral,no,alto
Jueves,Marzo,7,Laboral,no,alto
Viernes,Abril,7,Laboral,no,leve
Sábado,Abril,7,Víspera,no,moderado
Domingo,Abril,7,Festivo,no,alto
Lunes,Marzo,8,Laboral,no,alto
Martes,Marzo,8,Laboral,no,muy_alto
Miércoles,Marzo,8,Laboral,no,muy_alto
Jueves,Marzo,8,Laboral,no,muy_alto
Viernes,Abril,8,Laboral,no,leve
Sábado,Abril,8,Víspera,no,alto
Domingo,Abril,8,Festivo,no,alto
Lunes,Marzo,9,Laboral,no,moderado
Martes,Marzo,9,Laboral,no,muy_alto
Miércoles,Marzo,9,Laboral,no,muy_alto
Jueves,Marzo,9,Laboral,no,muy_alto
Viernes,Abril,9,Laboral,no,leve
Sábado,Abril,9,Víspera,no,leve
Domingo,Abril,9,Festivo,no,alto
Lunes,Marzo,10,Laboral,no,leve
Martes,Marzo,10,Laboral,no,alto
Miércoles,Marzo,10,Laboral,no,muy_alto
Jueves,Marzo,10,Laboral,no,muy_alto
Viernes,Abril,10,Laboral,no,leve
Sábado,Abril,10,Víspera,no,moderado
Domingo,Abril,10,Festivo,no,alto
Lunes,Marzo,11,Laboral,no,leve
Martes,Marzo,11,Laboral,no,alto
Miércoles,Marzo,11,Laboral,no,alto
Jueves,Marzo,11,Laboral,no,alto
Viernes,Abril,11,Laboral,no,leve
Sábado,Abril,11,Víspera,no,moderado
Domingo,Abril,11,Festivo,no,alto
Lunes,Marzo,12,Laboral,no,moderado
Martes,Marzo,12,Laboral,no,alto
Miércoles,Marzo,12,Laboral,no,alto
Jueves,Marzo,12,Laboral,no,alto
Viernes,Abril,12,Laboral,no,leve
Sábado,Abril,12,Víspera,no,moderado
Domingo,Abril,12,Festivo,no,alto
Lunes,Marzo,13,Laboral,no,moderado
Martes,Marzo,13,Laboral,no,alto
Miércoles,Marzo,13,Laboral,no,alto
Jueves,Marzo,13,Laboral,no,alto
Viernes,Abril,13,Laboral,no,leve
Sábado,Abril,13,Víspera,no,moderado
Domingo,Abril,13,Festivo,no,alto
Lunes,Marzo,14,Laboral,no,leve
Martes,Marzo,14,Laboral,no,alto
Miércoles,Marzo,14,Laboral,no,muy_alto
Jueves,Marzo,14,Laboral,no,muy_alto
Viernes,Abril,14,Laboral,no,leve
Sábado,Abril,14,Víspera,no,moderado
Domingo,Abril,14,Festivo,no,alto
Lunes,Marzo,15,Laboral,no,leve
Martes,Marzo,15,Laboral,no,alto
Miércoles,Marzo,15,Laboral,no,muy_alto
Jueves,Marzo,15,Laboral,no,muy_alto
Viernes,Abril,15,Laboral,no,leve
Sábado,Abril,15,Víspera,no,moderado
Domingo,Abril,15,Festivo,no,alto
Lunes,Marzo,16,Laboral,no,leve
Martes,Marzo,16,Laboral,no,alto
Miércoles,Marzo,16,Laboral,no,muy_alto
Jueves,Marzo,16,Laboral,no,muy_alto
Viernes,Abril,16,Laboral,no,leve
Sábado,Abril,16,Víspera,no,moderado
Domingo,Abril,16,Festivo,no,alto
Lunes,Marzo,17,Laboral,no,leve
Martes,Marzo,17,Laboral,no,alto
Miércoles,Marzo,17,Laboral,no,muy_alto
Jueves,Marzo,17,Laboral,no,muy_alto
Viernes,Abril,17,Laboral,no,leve
Sábado,Abril,17,Víspera,no,leve
Domingo,Abril,17,Festivo,no,alto
Lunes,Marzo,18,Laboral,no,leve
Martes,Marzo,18,Laboral,no,muy_alto
Miércoles,Marzo,18,Laboral,no,muy_alto
Jueves,Marzo,18,Laboral,no,muy_alto
Viernes,Abril,18,Laboral,no,leve
Sábado,Abril,18,Víspera,no,moderado
Domingo,Abril,18,Festivo,no,alto
Lunes,Marzo,19,Laboral,no,muy_alto
Martes,Marzo,19,Laboral,no,muy_alto
Miércoles,Marzo,19,Laboral,no,muy_alto
Jueves,Marzo,19,Laboral,no,muy_alto
Viernes,Abril,19,Laboral,no,leve
Sábado,Abril,19,Víspera,no,leve
Domingo,Abril,19,Festivo,no,muy_alto
Lunes,Marzo,20,Laboral,no,alto
Martes,Marzo,20,Laboral,no,alto
Miércoles,Marzo,20,Laboral,no,alto
Jueves,Marzo,20,Laboral,no,muy_alto
Viernes,Abril,20,Laboral,no,alto
Sábado,Abril,20,Víspera,no,alto
Domingo,Abril,20,Festivo,no,muy_alto
Lunes,Marzo,21,Laboral,no,alto
Martes,Marzo,21,Laboral,no,alto
Miércoles,Marzo,21,Laboral,no,alto
Jueves,Marzo,21,Laboral,no,alto
Viernes,Abril,21,Laboral,no,alto
Sábado,Abril,21,Víspera,no,alto
Domingo,Abril,21,Festivo,no,alto
Lunes,Marzo,22,Laboral,no,moderado
Martes,Marzo,22,Laboral,no,moderado
Miércoles,Marzo,22,Laboral,no,moderado
Jueves,Marzo,22,Laboral,no,moderado
Viernes,Abril,22,Laboral,no,moderado
Sábado,Abril,22,Víspera,no,moderado
Domingo,Abril,22,Festivo,no,alto
Lunes,Marzo,23,Laboral,no,leve
Martes,Marzo,23,Laboral,no,leve
Miércoles,Marzo,23,Laboral,no,leve
Jueves,Marzo,23,Laboral,no,moderado
Viernes,Abril,23,Laboral,no,leve
Sábado,Abril,23,Víspera,no,moderado
Domingo,Abril,23,Festivo,no,moderado
Lunes,Marzo,24,Laboral,no,leve
Martes,Marzo,24,Laboral,no,leve
Miércoles,Marzo,24,Laboral,no,leve
Jueves,Marzo,24,Laboral,no,leve
Viernes,Abril,24,Laboral,no,leve
Sábado,Abril,24,Víspera,no,leve
Domingo,Abril,24,Festivo,no,leve
Lunes,Abril,1,Laboral,no,leve
Martes,Abril,1,Laboral,no,leve
Miércoles,Abril,1,Laboral,no,leve
Jueves,Abril,1,Laboral,no,leve
Viernes,Abril,1,Laboral,no,leve
Sábado,Abril,1,Víspera,no,leve
Domingo,Abril,1,Festivo,no,leve
Lunes,Abril,2,Laboral,no,leve
Martes,Abril,2,Laboral,no,leve
Miércoles,Abril,2,Laboral,no,leve
Jueves,Abril,2,Laboral,no,leve
Viernes,Abril,2,Laboral,no,leve
Sábado,Abril,2,Víspera,no,leve
Domingo,Abril,2,Festivo,no,leve
Lunes,Abril,3,Laboral,no,leve
Martes,Abril,3,Laboral,no,leve
Miércoles,Abril,3,Laboral,no,leve
Jueves,Abril,3,Laboral,no,leve
Viernes,Abril,3,Laboral,no,leve
Sábado,Abril,3,Víspera,no,leve
Domingo,Abril,3,Festivo,no,leve
Lunes,Abril,4,Laboral,no,leve
Martes,Abril,4,Laboral,no,leve
Miércoles,Abril,4,Laboral,no,leve
Jueves,Abril,4,Laboral,no,leve
Viernes,Abril,4,Laboral,no,leve
Sábado,Abril,4,Víspera,no,leve
Domingo,Abril,4,Festivo,no,leve
Lunes,Abril,5,Laboral,no,leve
Martes,Abril,5,Laboral,no,leve
Miércoles,Abril,5,Laboral,no,leve
Jueves,Abril,5,Laboral,no,leve
Viernes,Abril,5,Laboral,no,leve
Sábado,Abril,5,Víspera,no,leve
Domingo,Abril,5,Festivo,no,leve
Lunes,Abril,6,Laboral,no,leve
Martes,Abril,6,Laboral,no,leve
Miércoles,Abril,6,Laboral,no,leve
Jueves,Abril,6,Laboral,no,leve
Viernes,Abril,6,Laboral,no,leve
Sábado,Abril,6,Víspera,no,leve
Domingo,Abril,6,Festivo,no,leve
Lunes,Abril,7,Laboral,no,leve
Martes,Abril,7,Laboral,no,leve
Miércoles,Abril,7,Laboral,no,leve
Jueves,Abril,7,Laboral,no,moderado
Viernes,Abril,7,Laboral,no,moderado
Sábado,Abril,7,Víspera,no,moderado
Domingo,Abril,7,Festivo,no,moderado
Lunes,Abril,8,Laboral,no,leve
Martes,Abril,8,Laboral,no,leve
Miércoles,Abril,8,Laboral,no,leve
Jueves,Abril,8,Laboral,no,alto
Viernes,Abril,8,Laboral,no,muy_alto
Sábado,Abril,8,Víspera,no,muy_alto
Domingo,Abril,8,Festivo,no,muy_alto
Lunes,Abril,9,Laboral,no,moderado
Martes,Abril,9,Laboral,no,leve
Miércoles,Abril,9,Laboral,no,leve
Jueves,Abril,9,Laboral,no,leve
Viernes,Abril,9,Laboral,no,muy_alto
Sábado,Abril,9,Víspera,no,muy_alto
Domingo,Abril,9,Festivo,no,muy_alto
Lunes,Abril,10,Laboral,no,alto
Martes,Abril,10,Laboral,no,moderado
Miércoles,Abril,10,Laboral,no,leve
Jueves,Abril,10,Laboral,no,leve
Viernes,Abril,10,Laboral,no,alto
Sábado,Abril,10,Víspera,no,alto
Domingo,Abril,10,Festivo,no,muy_alto
Lunes,Abril,11,Laboral,no,alto
Martes,Abril,11,Laboral,no,moderado
Miércoles,Abril,11,Laboral,no,leve
Jueves,Abril,11,Laboral,no,alto
Viernes,Abril,11,Laboral,no,alto
Sábado,Abril,11,Víspera,no,alto
Domingo,Abril,11,Festivo,no,alto
Lunes,Abril,12,Laboral,no,alto
Martes,Abril,12,Laboral,no,alto
Miércoles,Abril,12,Laboral,no,leve
Jueves,Abril,12,Laboral,no,alto
Viernes,Abril,12,Laboral,no,alto
Sábado,Abril,12,Víspera,no,alto
Domingo,Abril,12,Festivo,no,alto
Lunes,Abril,13,Laboral,no,alto
Martes,Abril,13,Laboral,no,alto
Miércoles,Abril,13,Laboral,no,leve
Jueves,Abril,13,Laboral,no,alto
Viernes,Abril,13,Laboral,no,alto
Sábado,Abril,13,Víspera,no,moderado
Domingo,Abril,13,Festivo,no,muy_alto
Lunes,Abril,14,Laboral,no,muy_alto
Martes,Abril,14,Laboral,no,alto
Miércoles,Abril,14,Laboral,no,leve
Jueves,Abril,14,Laboral,no,alto
Viernes,Abril,14,Laboral,no,alto
Sábado,Abril,14,Víspera,no,alto
Domingo,Abril,14,Festivo,no,muy_alto
Lunes,Abril,15,Laboral,no,muy_alto
Martes,Abril,15,Laboral,no,alto
Miércoles,Abril,15,Laboral,no,leve
Jueves,Abril,15,Laboral,no,alto
Viernes,Abril,15,Laboral,no,alto
Sábado,Abril,15,Víspera,no,alto
Domingo,Abril,15,Festivo,no,muy_alto
Lunes,Abril,16,Laboral,no,alto
Martes,Abril,16,Laboral,no,moderado
Miércoles,Abril,16,Laboral,no,leve
Jueves,Abril,16,Laboral,no,muy_alto
Viernes,Abril,16,Laboral,no,alto
Sábado,Abril,16,Víspera,no,alto
Domingo,Abril,16,Festivo,no,muy_alto
Lunes,Abril,17,Laboral,no,alto
Martes,Abril,17,Laboral,no,alto
Miércoles,Abril,17,Laboral,no,leve
Jueves,Abril,17,Laboral,no,muy_alto
Viernes,Abril,17,Laboral,no,alto
Sábado,Abril,17,Víspera,no,alto
Domingo,Abril,17,Festivo,no,muy_alto
Lunes,Abril,18,Laboral,no,alto
Martes,Abril,18,Laboral,no,alto
Miércoles,Abril,18,Laboral,no,leve
Jueves,Abril,18,Laboral,no,muy_alto
Viernes,Abril,18,Laboral,no,alto
Sábado,Abril,18,Víspera,no,muy_alto
Domingo,Abril,18,Festivo,no,muy_alto
Lunes,Abril,19,Laboral,no,alto
Martes,Abril,19,Laboral,no,alto
Miércoles,Abril,19,Laboral,no,leve
Jueves,Abril,19,Laboral,no,muy_alto
Viernes,Abril,19,Laboral,no,alto
Sábado,Abril,19,Víspera,no,muy_alto
Domingo,Abril,19,Festivo,no,muy_alto
Lunes,Abril,20,Laboral,no,alto
Martes,Abril,20,Laboral,no,alto
Miércoles,Abril,20,Laboral,no,alto
Jueves,Abril,20,Laboral,no,alto
Viernes,Abril,20,Laboral,no,alto
Sábado,Abril,20,Víspera,no,muy_alto
Domingo,Abril,20,Festivo,no,muy_alto
Lunes,Abril,21,Laboral,no,alto
Martes,Abril,21,Laboral,no,alto
Miércoles,Abril,21,Laboral,no,alto
Jueves,Abril,21,Laboral,no,alto
Viernes,Abril,21,Laboral,no,alto
Sábado,Abril,21,Víspera,no,alto
Domingo,Abril,21,Festivo,no,muy_alto
Lunes,Abril,22,Laboral,no,alto
Martes,Abril,22,Laboral,no,moderado
Miércoles,Abril,22,Laboral,no,moderado
Jueves,Abril,22,Laboral,no,moderado
Viernes,Abril,22,Laboral,no,moderado
Sábado,Abril,22,Víspera,no,alto
Domingo,Abril,22,Festivo,no,alto
Lunes,Abril,23,Laboral,no,moderado
Martes,Abril,23,Laboral,no,leve
Miércoles,Abril,23,Laboral,no,leve
Jueves,Abril,23,Laboral,no,leve
Viernes,Abril,23,Laboral,no,moderado
Sábado,Abril,23,Víspera,no,moderado
Domingo,Abril,23,Festivo,no,moderado
Lunes,Abril,24,Laboral,no,leve
Martes,Abril,24,Laboral,no,leve
Miércoles,Abril,24,Laboral,no,leve
Jueves,Abril,24,Laboral,no,leve
Viernes,Abril,24,Laboral,no,leve
Sábado,Abril,24,Víspera,no,leve
Domingo,Abril,24,Festivo,no,leve
Lunes,Abril,1,Laboral,no,leve
Martes,Abril,1,Laboral,no,leve
Miércoles,Abril,1,Laboral,no,leve
Jueves,Abril,1,Laboral,no,leve
Viernes,Abril,1,Laboral,no,leve
Sábado,Abril,1,Víspera,no,leve
Domingo,Abril,1,Festivo,no,leve
Lunes,Abril,2,Laboral,no,leve
Martes,Abril,2,Laboral,no,leve
Miércoles,Abril,2,Laboral,no,leve
Jueves,Abril,2,Laboral,no,leve
Viernes,Abril,2,Laboral,no,leve
Sábado,Abril,2,Víspera,no,leve
Domingo,Abril,2,Festivo,no,leve
Lunes,Abril,3,Laboral,no,leve
Martes,Abril,3,Laboral,no,leve
Miércoles,Abril,3,Laboral,no,leve
Jueves,Abril,3,Laboral,no,leve
Viernes,Abril,3,Laboral,no,leve
Sábado,Abril,3,Víspera,no,leve
Domingo,Abril,3,Festivo,no,leve
Lunes,Abril,4,Laboral,no,leve
Martes,Abril,4,Laboral,no,leve
Miércoles,Abril,4,Laboral,no,leve
Jueves,Abril,4,Laboral,no,leve
Viernes,Abril,4,Laboral,no,leve
Sábado,Abril,4,Víspera,no,leve
Domingo,Abril,4,Festivo,no,leve
Lunes,Abril,5,Laboral,no,leve
Martes,Abril,5,Laboral,no,leve
Miércoles,Abril,5,Laboral,no,leve
Jueves,Abril,5,Laboral,no,leve
Viernes,Abril,5,Laboral,no,leve
Sábado,Abril,5,Víspera,no,leve
Domingo,Abril,5,Festivo,no,leve
Lunes,Abril,6,Laboral,no,leve
Martes,Abril,6,Laboral,no,leve
Miércoles,Abril,6,Laboral,no,leve
Jueves,Abril,6,Laboral,no,leve
Viernes,Abril,6,Laboral,no,leve
Sábado,Abril,6,Víspera,no,leve
Domingo,Abril,6,Festivo,no,leve
Lunes,Abril,7,Laboral,no,leve
Martes,Abril,7,Laboral,no,leve
Miércoles,Abril,7,Laboral,no,moderado
Jueves,Abril,7,Laboral,no,moderado
Viernes,Abril,7,Laboral,no,moderado
Sábado,Abril,7,Víspera,no,moderado
Domingo,Abril,7,Festivo,no,moderado
Lunes,Abril,8,Laboral,no,leve
Martes,Abril,8,Laboral,no,leve
Miércoles,Abril,8,Laboral,no,muy_alto
Jueves,Abril,8,Laboral,no,muy_alto
Viernes,Abril,8,Laboral,no,muy_alto
Sábado,Abril,8,Víspera,no,muy_alto
Domingo,Abril,8,Festivo,no,muy_alto
Lunes,Abril,9,Laboral,no,moderado
Martes,Abril,9,Laboral,no,leve
Miércoles,Abril,9,Laboral,no,muy_alto
Jueves,Abril,9,Laboral,no,muy_alto
Viernes,Abril,9,Laboral,no,muy_alto
Sábado,Abril,9,Víspera,no,muy_alto
Domingo,Abril,9,Festivo,no,muy_alto
Lunes,Abril,10,Laboral,no,alto
Martes,Abril,10,Laboral,no,leve
Miércoles,Abril,10,Laboral,no,muy_alto
Jueves,Abril,10,Laboral,no,alto
Viernes,Abril,10,Laboral,no,alto
Sábado,Abril,10,Víspera,no,alto
Domingo,Abril,10,Festivo,no,alto
Lunes,Abril,11,Laboral,no,alto
Martes,Abril,11,Laboral,no,moderado
Miércoles,Abril,11,Laboral,no,alto
Jueves,Abril,11,Laboral,no,alto
Viernes,Abril,11,Laboral,no,moderado
Sábado,Abril,11,Víspera,no,alto
Domingo,Abril,11,Festivo,no,alto
Lunes,Abril,12,Laboral,no,alto
Martes,Abril,12,Laboral,no,alto
Miércoles,Abril,12,Laboral,no,alto
Jueves,Abril,12,Laboral,no,moderado
Viernes,Abril,12,Laboral,no,alto
Sábado,Abril,12,Víspera,no,alto
Domingo,Abril,12,Festivo,no,alto
Lunes,Abril,13,Laboral,no,alto
Martes,Abril,13,Laboral,no,alto
Miércoles,Abril,13,Laboral,no,alto
Jueves,Abril,13,Laboral,no,moderado
Viernes,Abril,13,Laboral,no,alto
Sábado,Abril,13,Víspera,no,alto
Domingo,Abril,13,Festivo,no,alto
Lunes,Abril,14,Laboral,no,muy_alto
Martes,Abril,14,Laboral,no,alto
Miércoles,Abril,14,Laboral,no,muy_alto
Jueves,Abril,14,Laboral,no,alto
Viernes,Abril,14,Laboral,no,muy_alto
Sábado,Abril,14,Víspera,no,alto
Domingo,Abril,14,Festivo,no,alto
Lunes,Abril,15,Laboral,no,alto
Martes,Abril,15,Laboral,no,alto
Miércoles,Abril,15,Laboral,no,muy_alto
Jueves,Abril,15,Laboral,no,alto
Viernes,Abril,15,Laboral,no,muy_alto
Sábado,Abril,15,Víspera,no,alto
Domingo,Abril,15,Festivo,no,muy_alto
Lunes,Abril,16,Laboral,no,alto
Martes,Abril,16,Laboral,no,moderado
Miércoles,Abril,16,Laboral,no,muy_alto
Jueves,Abril,16,Laboral,no,alto
Viernes,Abril,16,Laboral,no,muy_alto
Sábado,Abril,16,Víspera,no,alto
Domingo,Abril,16,Festivo,no,muy_alto
Lunes,Abril,17,Laboral,no,alto
Martes,Abril,17,Laboral,no,alto
Miércoles,Abril,17,Laboral,no,muy_alto
Jueves,Abril,17,Laboral,no,muy_alto
Viernes,Abril,17,Laboral,no,muy_alto
Sábado,Abril,17,Víspera,no,alto
Domingo,Abril,17,Festivo,no,muy_alto
Lunes,Abril,18,Laboral,no,alto
Martes,Abril,18,Laboral,no,alto
Miércoles,Abril,18,Laboral,no,muy_alto
Jueves,Abril,18,Laboral,no,muy_alto
Viernes,Abril,18,Laboral,no,muy_alto
Sábado,Abril,18,Víspera,no,alto
Domingo,Abril,18,Festivo,no,muy_alto
Lunes,Abril,19,Laboral,no,alto
Martes,Abril,19,Laboral,no,alto
Miércoles,Abril,19,Laboral,no,muy_alto
Jueves,Abril,19,Laboral,no,muy_alto
Viernes,Abril,19,Laboral,no,muy_alto
Sábado,Abril,19,Víspera,no,alto
Domingo,Abril,19,Festivo,no,muy_alto
Lunes,Abril,20,Laboral,no,alto
Martes,Abril,20,Laboral,no,alto
Miércoles,Abril,20,Laboral,no,alto
Jueves,Abril,20,Laboral,no,alto
Viernes,Abril,20,Laboral,no,alto
Sábado,Abril,20,Víspera,no,alto
Domingo,Abril,20,Festivo,no,alto
Lunes,Abril,21,Laboral,no,alto
Martes,Abril,21,Laboral,no,alto
Miércoles,Abril,21,Laboral,no,alto
Jueves,Abril,21,Laboral,no,alto
Viernes,Abril,21,Laboral,no,alto
Sábado,Abril,21,Víspera,no,alto
Domingo,Abril,21,Festivo,no,muy_alto
Lunes,Abril,22,Laboral,no,alto
Martes,Abril,22,Laboral,no,moderado
Miércoles,Abril,22,Laboral,no,moderado
Jueves,Abril,22,Laboral,no,moderado
Viernes,Abril,22,Laboral,no,moderado
Sábado,Abril,22,Víspera,no,alto
Domingo,Abril,22,Festivo,no,alto
Lunes,Abril,23,Laboral,no,moderado
Martes,Abril,23,Laboral,no,leve
Miércoles,Abril,23,Laboral,no,leve
Jueves,Abril,23,Laboral,no,leve
Viernes,Abril,23,Laboral,no,moderado
Sábado,Abril,23,Víspera,no,moderado
Domingo,Abril,23,Festivo,no,moderado
Lunes,Abril,24,Laboral,no,leve
Martes,Abril,24,Laboral,no,leve
Miércoles,Abril,24,Laboral,no,leve
Jueves,Abril,24,Laboral,no,leve
Viernes,Abril,24,Laboral,no,leve
Sábado,Abril,24,Víspera,no,leve
Domingo,Abril,24,Festivo,no,leve
Lunes,Abril,1,Laboral,no,leve
Martes,Abril,1,Laboral,no,leve
Miércoles,Abril,1,Laboral,no,leve
Jueves,Abril,1,Laboral,no,leve
Viernes,Abril,1,Laboral,no,leve
Sábado,Abril,1,Víspera,no,leve
Domingo,Abril,1,Festivo,no,leve
Lunes,Abril,2,Laboral,no,leve
Martes,Abril,2,Laboral,no,leve
Miércoles,Abril,2,Laboral,no,leve
Jueves,Abril,2,Laboral,no,leve
Viernes,Abril,2,Laboral,no,leve
Sábado,Abril,2,Víspera,no,leve
Domingo,Abril,2,Festivo,no,leve
Lunes,Abril,3,Laboral,no,leve
Martes,Abril,3,Laboral,no,leve
Miércoles,Abril,3,Laboral,no,leve
Jueves,Abril,3,Laboral,no,leve
Viernes,Abril,3,Laboral,no,leve
Sábado,Abril,3,Víspera,no,leve
Domingo,Abril,3,Festivo,no,leve
Lunes,Abril,4,Laboral,no,leve
Martes,Abril,4,Laboral,no,leve
Miércoles,Abril,4,Laboral,no,leve
Jueves,Abril,4,Laboral,no,leve
Viernes,Abril,4,Laboral,no,leve
Sábado,Abril,4,Víspera,no,leve
Domingo,Abril,4,Festivo,no,leve
Lunes,Abril,5,Laboral,no,leve
Martes,Abril,5,Laboral,no,leve
Miércoles,Abril,5,Laboral,no,leve
Jueves,Abril,5,Laboral,no,leve
Viernes,Abril,5,Laboral,no,leve
Sábado,Abril,5,Víspera,no,leve
Domingo,Abril,5,Festivo,no,leve
Lunes,Abril,6,Laboral,no,leve
Martes,Abril,6,Laboral,no,leve
Miércoles,Abril,6,Laboral,no,leve
Jueves,Abril,6,Laboral,no,leve
Viernes,Abril,6,Laboral,no,leve
Sábado,Abril,6,Víspera,no,leve
Domingo,Abril,6,Festivo,no,leve
Lunes,Abril,7,Laboral,no,leve
Martes,Abril,7,Laboral,no,leve
Miércoles,Abril,7,Laboral,no,moderado
Jueves,Abril,7,Laboral,no,moderado
Viernes,Abril,7,Laboral,no,moderado
Sábado,Abril,7,Víspera,no,moderado
Domingo,Abril,7,Festivo,no,moderado
Lunes,Abril,8,Laboral,no,leve
Martes,Abril,8,Laboral,no,leve
Miércoles,Abril,8,Laboral,no,muy_alto
Jueves,Abril,8,Laboral,no,muy_alto
Viernes,Abril,8,Laboral,no,muy_alto
Sábado,Abril,8,Víspera,no,muy_alto
Domingo,Abril,8,Festivo,no,muy_alto
Lunes,Abril,9,Laboral,no,moderado
Martes,Abril,9,Laboral,no,leve
Miércoles,Abril,9,Laboral,no,muy_alto
Jueves,Abril,9,Laboral,no,muy_alto
Viernes,Abril,9,Laboral,no,muy_alto
Sábado,Abril,9,Víspera,no,muy_alto
Domingo,Abril,9,Festivo,no,muy_alto
Lunes,Abril,10,Laboral,no,alto
Martes,Abril,10,Laboral,no,leve
Miércoles,Abril,10,Laboral,no,alto
Jueves,Abril,10,Laboral,no,muy_alto
Viernes,Abril,10,Laboral,no,alto
Sábado,Abril,10,Víspera,no,muy_alto
Domingo,Abril,10,Festivo,no,alto
Lunes,Abril,11,Laboral,no,alto
Martes,Abril,11,Laboral,no,moderado
Miércoles,Abril,11,Laboral,no,alto
Jueves,Abril,11,Laboral,no,alto
Viernes,Abril,11,Laboral,no,alto
Sábado,Abril,11,Víspera,no,alto
Domingo,Abril,11,Festivo,no,alto
Lunes,Abril,12,Laboral,no,alto
Martes,Abril,12,Laboral,no,alto
Miércoles,Abril,12,Laboral,no,alto
Jueves,Abril,12,Laboral,no,alto
Viernes,Abril,12,Laboral,no,alto
Sábado,Abril,12,Víspera,no,alto
Domingo,Abril,12,Festivo,no,alto
Lunes,Abril,13,Laboral,no,alto
Martes,Abril,13,Laboral,no,alto
Miércoles,Abril,13,Laboral,no,alto
Jueves,Abril,13,Laboral,no,alto
Viernes,Abril,13,Laboral,no,alto
Sábado,Abril,13,Víspera,no,alto
Domingo,Abril,13,Festivo,no,muy_alto
Lunes,Abril,14,Laboral,no,muy_alto
Martes,Abril,14,Laboral,no,alto
Miércoles,Abril,14,Laboral,no,muy_alto
Jueves,Abril,14,Laboral,no,muy_alto
Viernes,Abril,14,Laboral,no,muy_alto
Sábado,Abril,14,Víspera,no,muy_alto
Domingo,Abril,14,Festivo,no,muy_alto
Lunes,Abril,15,Laboral,no,alto
Martes,Abril,15,Laboral,no,alto
Miércoles,Abril,15,Laboral,no,muy_alto
Jueves,Abril,15,Laboral,no,muy_alto
Viernes,Abril,15,Laboral,no,muy_alto
Sábado,Abril,15,Víspera,no,muy_alto
Domingo,Abril,15,Festivo,no,muy_alto
Lunes,Abril,16,Laboral,no,alto
Martes,Abril,16,Laboral,no,moderado
Miércoles,Abril,16,Laboral,no,muy_alto
