@relation ./DatosEnPDF/16_01-04_01-10.pdf

@attribute dia {Lunes,Martes,Miércoles,Jueves,Viernes,Sábado,Domingo}
@attribute mes {Enero,Febrero,Marzo,Abril,Mayo,Junio,Julio,Agosto,Septiembre,Octubre,Noviembre,Diciembre}
@attribute hora numeric
@attribute tipo {Laboral,Festivo,Víspera}
@attribute lluvia {si, no}
@attribute cantidad numeric

@data
Sábado,Abril,12,Víspera,si,7019
Domingo,Abril,12,Festivo,no,7357
Lunes,Abril,13,Laboral,si,7341
Martes,Abril,13,Laboral,si,6145
Miércoles,Abril,13,Laboral,no,7547
Jueves,Abril,13,Laboral,no,7392
Viernes,Abril,13,Laboral,si,7519
Sábado,Abril,13,Víspera,si,7538
Domingo,Abril,13,Festivo,no,8074
Lunes,Abril,14,Laboral,si,8831
Martes,Abril,14,Laboral,si,7009
Miércoles,Abril,14,Laboral,no,8486
Jueves,Abril,14,Laboral,no,8524
Viernes,Abril,14,Laboral,si,8614
Sábado,Abril,14,Víspera,si,8645
Domingo,Abril,14,Festivo,no,8538
Lunes,Abril,15,Laboral,si,7781
Martes,Abril,15,Laboral,si,5800
Miércoles,Abril,15,Laboral,no,9694
Jueves,Abril,15,Laboral,no,8494
Viernes,Abril,15,Laboral,si,9407
Sábado,Abril,15,Víspera,si,9402
Domingo,Abril,15,Festivo,no,8790
Lunes,Abril,16,Laboral,si,5706
Martes,Abril,16,Laboral,si,4550
Miércoles,Abril,16,Laboral,no,9941
Jueves,Abril,16,Laboral,no,9229
Viernes,Abril,16,Laboral,si,9425
Sábado,Abril,16,Víspera,si,8912
Domingo,Abril,16,Festivo,no,9018
Lunes,Abril,17,Laboral,si,6187
Martes,Abril,17,Laboral,si,5650
Miércoles,Abril,17,Laboral,no,9072
Jueves,Abril,17,Laboral,no,8626
Viernes,Abril,17,Laboral,si,8677
Sábado,Abril,17,Víspera,si,9319
Domingo,Abril,17,Festivo,no,9342
Lunes,Abril,18,Laboral,si,6794
Martes,Abril,18,Laboral,si,6717
Miércoles,Abril,18,Laboral,no,9474
Jueves,Abril,18,Laboral,no,9273
Viernes,Abril,18,Laboral,si,8932
Sábado,Abril,18,Víspera,si,9499
Domingo,Abril,18,Festivo,no,8902
Lunes,Abril,19,Laboral,si,6674
Martes,Abril,19,Laboral,si,6336
Miércoles,Abril,19,Laboral,no,8697
Jueves,Abril,19,Laboral,no,8669
Viernes,Abril,19,Laboral,si,8164
Sábado,Abril,19,Víspera,si,8475
Domingo,Abril,19,Festivo,no,8514
Lunes,Abril,20,Laboral,si,6798
Martes,Abril,20,Laboral,si,6122
Miércoles,Abril,20,Laboral,no,7432
Jueves,Abril,20,Laboral,no,7696
Viernes,Abril,20,Laboral,si,6732
Sábado,Abril,20,Víspera,si,8241
Domingo,Abril,20,Festivo,no,7122
Lunes,Abril,21,Laboral,si,6707
Martes,Abril,21,Laboral,si,6407
Miércoles,Abril,21,Laboral,no,6539
Jueves,Abril,21,Laboral,no,6483
Viernes,Abril,21,Laboral,si,5977
Sábado,Abril,21,Víspera,si,7222
Domingo,Abril,21,Festivo,no,7499
Lunes,Abril,22,Laboral,si,6184
Martes,Abril,22,Laboral,si,4087
Miércoles,Abril,22,Laboral,no,4421
Jueves,Abril,22,Laboral,no,4261
Viernes,Abril,22,Laboral,si,4397
Sábado,Abril,22,Víspera,si,5178
Domingo,Abril,22,Festivo,no,6411
Lunes,Abril,23,Laboral,si,3987
Martes,Abril,23,Laboral,si,2403
Miércoles,Abril,23,Laboral,no,2653
Jueves,Abril,23,Laboral,no,2828
Viernes,Abril,23,Laboral,si,3108
Sábado,Abril,23,Víspera,si,3389
Domingo,Abril,23,Festivo,no,4134
Lunes,Abril,24,Laboral,si,2758
Martes,Abril,24,Laboral,si,1315
Miércoles,Abril,24,Laboral,no,1320
Jueves,Abril,24,Laboral,no,1383
Viernes,Abril,24,Laboral,si,1458
Sábado,Abril,24,Víspera,si,1748
Domingo,Abril,24,Festivo,no,2621
Lunes,Abril,1,Laboral,no,1843
Martes,Abril,1,Laboral,no,1811
Miércoles,Abril,1,Laboral,no,836
Jueves,Abril,1,Laboral,no,650
Viernes,Abril,1,Laboral,no,715
Sábado,Abril,1,Víspera,si,849
Domingo,Mayo,1,Festivo,si,1713
Lunes,Abril,2,Laboral,no,1093
Martes,Abril,2,Laboral,no,1096
Miércoles,Abril,2,Laboral,no,455
Jueves,Abril,2,Laboral,no,370
Viernes,Abril,2,Laboral,no,363
Sábado,Abril,2,Víspera,si,449
Domingo,Mayo,2,Festivo,si,1134
Lunes,Abril,3,Laboral,no,616
Martes,Abril,3,Laboral,no,770
Miércoles,Abril,3,Laboral,no,261
Jueves,Abril,3,Laboral,no,230
Viernes,Abril,3,Laboral,no,208
Sábado,Abril,3,Víspera,si,218
Domingo,Mayo,3,Festivo,si,606
Lunes,Abril,4,Laboral,no,438
Martes,Abril,4,Laboral,no,501
Miércoles,Abril,4,Laboral,no,199
Jueves,Abril,4,Laboral,no,217
Viernes,Abril,4,Laboral,no,209
Sábado,Abril,4,Víspera,si,209
Domingo,Mayo,4,Festivo,si,420
Lunes,Abril,5,Laboral,no,461
Martes,Abril,5,Laboral,no,395
Miércoles,Abril,5,Laboral,no,332
Jueves,Abril,5,Laboral,no,384
Viernes,Abril,5,Laboral,no,374
Sábado,Abril,5,Víspera,si,404
Domingo,Mayo,5,Festivo,si,413
Lunes,Abril,6,Laboral,no,846
Martes,Abril,6,Laboral,no,644
Miércoles,Abril,6,Laboral,no,1347
Jueves,Abril,6,Laboral,no,1353
Viernes,Abril,6,Laboral,no,1352
Sábado,Abril,6,Víspera,si,1347
Domingo,Mayo,6,Festivo,si,876
Lunes,Abril,7,Laboral,no,1339
Martes,Abril,7,Laboral,no,874
Miércoles,Abril,7,Laboral,no,4972
Jueves,Abril,7,Laboral,no,4949
Viernes,Abril,7,Laboral,no,4746
Sábado,Abril,7,Víspera,si,4815
Domingo,Mayo,7,Festivo,si,1300
Lunes,Abril,8,Laboral,no,2437
Martes,Abril,8,Laboral,no,1403
Miércoles,Abril,8,Laboral,no,8323
Jueves,Abril,8,Laboral,no,8358
Viernes,Abril,8,Laboral,no,8867
Sábado,Abril,8,Víspera,si,8725
Domingo,Mayo,8,Festivo,si,1884
Lunes,Abril,9,Laboral,no,4133
Martes,Abril,9,Laboral,no,2331
Miércoles,Abril,9,Laboral,no,9509
Jueves,Abril,9,Laboral,no,9639
Viernes,Abril,9,Laboral,no,9932
Sábado,Abril,9,Víspera,si,10091
Domingo,Mayo,9,Festivo,si,2635
Lunes,Abril,10,Laboral,no,5154
Martes,Abril,10,Laboral,no,3119
Miércoles,Abril,10,Laboral,no,8216
Jueves,Abril,10,Laboral,no,8732
Viernes,Abril,10,Laboral,no,8300
Sábado,Abril,10,Víspera,si,8508
Domingo,Mayo,10,Festivo,si,3453
Lunes,Abril,11,Laboral,no,6251
Martes,Abril,11,Laboral,no,4597
Miércoles,Abril,11,Laboral,no,7166
Jueves,Abril,11,Laboral,no,7282
Viernes,Abril,11,Laboral,no,6722
Sábado,Abril,11,Víspera,si,7411
Domingo,Mayo,11,Festivo,si,4820
Lunes,Abril,12,Laboral,no,7440
Martes,Abril,12,Laboral,no,6194
Miércoles,Abril,12,Laboral,no,7243
Jueves,Abril,12,Laboral,no,7375
Viernes,Abril,12,Laboral,no,7617
Sábado,Abril,12,Víspera,si,7823
Domingo,Mayo,12,Festivo,si,5761
Lunes,Abril,13,Laboral,no,7459
Martes,Abril,13,Laboral,no,6220
Miércoles,Abril,13,Laboral,no,7631
Jueves,Abril,13,Laboral,no,7387
Viernes,Abril,13,Laboral,no,7791
Sábado,Abril,13,Víspera,si,8406
Domingo,Mayo,13,Festivo,si,5921
Lunes,Abril,14,Laboral,no,8517
Martes,Abril,14,Laboral,no,6425
Miércoles,Abril,14,Laboral,no,8189
Jueves,Abril,14,Laboral,no,8708
Viernes,Abril,14,Laboral,no,9084
Sábado,Abril,14,Víspera,si,9114
Domingo,Mayo,14,Festivo,si,6075
Lunes,Abril,15,Laboral,no,7432
Martes,Abril,15,Laboral,no,5421
Miércoles,Abril,15,Laboral,no,8815
Jueves,Abril,15,Laboral,no,9089
Viernes,Abril,15,Laboral,no,10068
Sábado,Abril,15,Víspera,si,9297
Domingo,Mayo,15,Festivo,si,4985
Lunes,Abril,16,Laboral,no,5692
Martes,Abril,16,Laboral,no,4145
Miércoles,Abril,16,Laboral,no,8952
Jueves,Abril,16,Laboral,no,8859
Viernes,Abril,16,Laboral,no,10293
Sábado,Abril,16,Víspera,si,9553
Domingo,Mayo,16,Festivo,si,3825
Lunes,Abril,17,Laboral,no,6411
Martes,Abril,17,Laboral,no,4624
Miércoles,Abril,17,Laboral,no,8780
Jueves,Abril,17,Laboral,no,9012
Viernes,Abril,17,Laboral,no,9622
Sábado,Abril,17,Víspera,si,9340
Domingo,Mayo,17,Festivo,si,4076
Lunes,Abril,18,Laboral,no,6914
Martes,Abril,18,Laboral,no,5621
Miércoles,Abril,18,Laboral,no,8883
Jueves,Abril,18,Laboral,no,9585
Viernes,Abril,18,Laboral,no,9471
Sábado,Abril,18,Víspera,si,9209
Domingo,Mayo,18,Festivo,si,4761
Lunes,Abril,19,Laboral,no,6906
Martes,Abril,19,Laboral,no,5465
Miércoles,Abril,19,Laboral,no,8165
Jueves,Abril,19,Laboral,no,8539
Viernes,Abril,19,Laboral,no,8221
Sábado,Abril,19,Víspera,si,9297
Domingo,Mayo,19,Festivo,si,4942
Lunes,Abril,20,Laboral,no,6926
Martes,Abril,20,Laboral,no,5096
Miércoles,Abril,20,Laboral,no,6608
Jueves,Abril,20,Laboral,no,6405
Viernes,Abril,20,Laboral,no,6872
Sábado,Abril,20,Víspera,si,7723
Domingo,Mayo,20,Festivo,si,4213
Lunes,Abril,21,Laboral,no,6674
Martes,Abril,21,Laboral,no,5456
Miércoles,Abril,21,Laboral,no,6372
Jueves,Abril,21,Laboral,no,6737
Viernes,Abril,21,Laboral,no,7014
Sábado,Abril,21,Víspera,si,8085
Domingo,Mayo,21,Festivo,si,4695
Lunes,Abril,22,Laboral,no,6076
Martes,Abril,22,Laboral,no,4721
Miércoles,Abril,22,Laboral,no,4612
Jueves,Abril,22,Laboral,no,4961
Viernes,Abril,22,Laboral,no,5322
Sábado,Abril,22,Víspera,si,6580
Domingo,Mayo,22,Festivo,si,4848
Lunes,Abril,23,Laboral,no,3821
Martes,Abril,23,Laboral,no,2958
Miércoles,Abril,23,Laboral,no,2841
Jueves,Abril,23,Laboral,no,2932
Viernes,Abril,23,Laboral,no,2955
Sábado,Abril,23,Víspera,si,4489
Domingo,Mayo,23,Festivo,si,3193
Lunes,Abril,24,Laboral,no,2492
Martes,Abril,24,Laboral,no,1756
Miércoles,Abril,24,Laboral,no,1280
Jueves,Abril,24,Laboral,no,1430
Viernes,Abril,24,Laboral,no,1767
Sábado,Abril,24,Víspera,si,2588
Domingo,Mayo,24,Festivo,si,2191
Lunes,Mayo,1,Festivo,no,1431
Martes,Mayo,1,Laboral,no,1549
Miércoles,Mayo,1,Laboral,no,1284
Jueves,Mayo,1,Laboral,no,578
Viernes,Mayo,1,Laboral,no,614
Sábado,Mayo,1,Víspera,no,763
Domingo,Mayo,1,Festivo,si,1032
Lunes,Mayo,2,Festivo,no,916
Martes,Mayo,2,Laboral,no,1086
Miércoles,Mayo,2,Laboral,no,705
Jueves,Mayo,2,Laboral,no,292
Viernes,Mayo,2,Laboral,no,372
Sábado,Mayo,2,Víspera,no,380
Domingo,Mayo,2,Festivo,si,523
Lunes,Mayo,3,Festivo,no,475
Martes,Mayo,3,Laboral,no,636
Miércoles,Mayo,3,Laboral,no,291
Jueves,Mayo,3,Laboral,no,199
Viernes,Mayo,3,Laboral,no,214
Sábado,Mayo,3,Víspera,no,243
Domingo,Mayo,3,Festivo,si,291
Lunes,Mayo,4,Festivo,no,363
Martes,Mayo,4,Laboral,no,552
Miércoles,Mayo,4,Laboral,no,205
Jueves,Mayo,4,Laboral,no,189
Viernes,Mayo,4,Laboral,no,178
Sábado,Mayo,4,Víspera,no,164
Domingo,Mayo,4,Festivo,si,274
Lunes,Mayo,5,Festivo,no,402
Martes,Mayo,5,Laboral,no,489
Miércoles,Mayo,5,Laboral,no,314
Jueves,Mayo,5,Laboral,no,313
Viernes,Mayo,5,Laboral,no,380
Sábado,Mayo,5,Víspera,no,354
Domingo,Mayo,5,Festivo,si,382
Lunes,Mayo,6,Festivo,no,780
Martes,Mayo,6,Laboral,no,718
Miércoles,Mayo,6,Laboral,no,1108
Jueves,Mayo,6,Laboral,no,1043
Viernes,Mayo,6,Laboral,no,1318
Sábado,Mayo,6,Víspera,no,1324
Domingo,Mayo,6,Festivo,si,1365
Lunes,Mayo,7,Festivo,no,1179
Martes,Mayo,7,Laboral,no,1001
Miércoles,Mayo,7,Laboral,no,3203
Jueves,Mayo,7,Laboral,no,3233
Viernes,Mayo,7,Laboral,no,4953
Sábado,Mayo,7,Víspera,no,4869
Domingo,Mayo,7,Festivo,si,4871
Lunes,Mayo,8,Festivo,no,2201
Martes,Mayo,8,Laboral,no,1172
Miércoles,Mayo,8,Laboral,no,6337
Jueves,Mayo,8,Laboral,no,6226
Viernes,Mayo,8,Laboral,no,8783
Sábado,Mayo,8,Víspera,no,8855
Domingo,Mayo,8,Festivo,si,8693
Lunes,Mayo,9,Festivo,no,3345
Martes,Mayo,9,Laboral,no,1824
Miércoles,Mayo,9,Laboral,no,6946
Jueves,Mayo,9,Laboral,no,5924
Viernes,Mayo,9,Laboral,no,10100
Sábado,Mayo,9,Víspera,no,10197
Domingo,Mayo,9,Festivo,si,9824
Lunes,Mayo,10,Festivo,no,4581
Martes,Mayo,10,Laboral,no,2667
Miércoles,Mayo,10,Laboral,no,6387
Jueves,Mayo,10,Laboral,no,6777
Viernes,Mayo,10,Laboral,no,7859
Sábado,Mayo,10,Víspera,no,7600
Domingo,Mayo,10,Festivo,si,7563
Lunes,Mayo,11,Festivo,no,5662
Martes,Mayo,11,Laboral,no,3880
Miércoles,Mayo,11,Laboral,no,6596
Jueves,Mayo,11,Laboral,no,4834
Viernes,Mayo,11,Laboral,no,6048
Sábado,Mayo,11,Víspera,no,6934
Domingo,Mayo,11,Festivo,si,6769
Lunes,Mayo,12,Festivo,no,6981
Martes,Mayo,12,Laboral,no,5559
Miércoles,Mayo,12,Laboral,no,7351
Jueves,Mayo,12,Laboral,no,5765
Viernes,Mayo,12,Laboral,no,6733
Sábado,Mayo,12,Víspera,no,7004
Domingo,Mayo,12,Festivo,si,7417
Lunes,Mayo,13,Festivo,no,7070
Martes,Mayo,13,Laboral,no,7263
Miércoles,Mayo,13,Laboral,no,7612
Jueves,Mayo,13,Laboral,no,6793
Viernes,Mayo,13,Laboral,no,7300
Sábado,Mayo,13,Víspera,no,7746
Domingo,Mayo,13,Festivo,si,7800
Lunes,Mayo,14,Festivo,no,7513
Martes,Mayo,14,Laboral,no,8133
Miércoles,Mayo,14,Laboral,no,8173
Jueves,Mayo,14,Laboral,no,7802
Viernes,Mayo,14,Laboral,no,8570
Sábado,Mayo,14,Víspera,no,8707
Domingo,Mayo,14,Festivo,si,9371
Lunes,Mayo,15,Festivo,no,6068
Martes,Mayo,15,Laboral,no,6554
Miércoles,Mayo,15,Laboral,no,8056
Jueves,Mayo,15,Laboral,no,8368
Viernes,Mayo,15,Laboral,no,9289
Sábado,Mayo,15,Víspera,no,9151
Domingo,Mayo,15,Festivo,si,7748
Lunes,Mayo,16,Festivo,no,4833
Martes,Mayo,16,Laboral,no,4760
Miércoles,Mayo,16,Laboral,no,7524
Jueves,Mayo,16,Laboral,no,8812
Viernes,Mayo,16,Laboral,no,9074
Sábado,Mayo,16,Víspera,no,9026
Domingo,Mayo,16,Festivo,si,9459
Lunes,Mayo,17,Festivo,no,5342
Martes,Mayo,17,Laboral,no,6151
Miércoles,Mayo,17,Laboral,no,7854
Jueves,Mayo,17,Laboral,no,7604
Viernes,Mayo,17,Laboral,no,8561
Sábado,Mayo,17,Víspera,no,9483
Domingo,Mayo,17,Festivo,si,8999
Lunes,Mayo,18,Festivo,no,5904
Martes,Mayo,18,Laboral,no,7652
Miércoles,Mayo,18,Laboral,no,8626
Jueves,Mayo,18,Laboral,no,7657
Viernes,Mayo,18,Laboral,no,8834
Sábado,Mayo,18,Víspera,no,9794
Domingo,Mayo,18,Festivo,si,8796
Lunes,Mayo,19,Festivo,no,5799
Martes,Mayo,19,Laboral,no,7123
Miércoles,Mayo,19,Laboral,no,8246
Jueves,Mayo,19,Laboral,no,8601
Viernes,Mayo,19,Laboral,no,8154
Sábado,Mayo,19,Víspera,no,8677
Domingo,Mayo,19,Festivo,si,8326
Lunes,Mayo,20,Festivo,no,5442
Martes,Mayo,20,Laboral,no,6779
Miércoles,Mayo,20,Laboral,no,7514
Jueves,Mayo,20,Laboral,no,6708
Viernes,Mayo,20,Laboral,no,6608
Sábado,Mayo,20,Víspera,no,7760
Domingo,Mayo,20,Festivo,si,7199
Lunes,Mayo,21,Festivo,no,5991
Martes,Mayo,21,Laboral,no,6656
Miércoles,Mayo,21,Laboral,no,6084
Jueves,Mayo,21,Laboral,no,5930
Viernes,Mayo,21,Laboral,no,5880
Sábado,Mayo,21,Víspera,no,7569
Domingo,Mayo,21,Festivo,si,7649
Lunes,Mayo,22,Festivo,no,6014
Martes,Mayo,22,Laboral,no,4738
Miércoles,Mayo,22,Laboral,no,3949
Jueves,Mayo,22,Laboral,no,4453
Viernes,Mayo,22,Laboral,no,4714
Sábado,Mayo,22,Víspera,no,4990
Domingo,Mayo,22,Festivo,si,6356
Lunes,Mayo,23,Festivo,no,4019
Martes,Mayo,23,Laboral,no,2852
Miércoles,Mayo,23,Laboral,no,2530
Jueves,Mayo,23,Laboral,no,3037
Viernes,Mayo,23,Laboral,no,3286
Sábado,Mayo,23,Víspera,no,3433
Domingo,Mayo,23,Festivo,si,4253
Lunes,Mayo,24,Festivo,no,2227
Martes,Mayo,24,Laboral,no,1598
Miércoles,Mayo,24,Laboral,no,1189
Jueves,Mayo,24,Laboral,no,1367
Viernes,Mayo,24,Laboral,no,1578
Sábado,Mayo,24,Víspera,no,2213
Domingo,Mayo,24,Festivo,si,2660
Lunes,Mayo,1,Laboral,no,1833
Martes,Mayo,1,Laboral,si,1933
Miércoles,Mayo,1,Laboral,si,672
Jueves,Mayo,1,Laboral,no,808
Viernes,Mayo,1,Laboral,si,859
Sábado,Mayo,1,Víspera,si,836
Domingo,Mayo,1,Festivo,no,972
Lunes,Mayo,2,Laboral,no,1153
Martes,Mayo,2,Laboral,si,1266
Miércoles,Mayo,2,Laboral,si,320
Jueves,Mayo,2,Laboral,no,382
Viernes,Mayo,2,Laboral,si,394
Sábado,Mayo,2,Víspera,si,424
Domingo,Mayo,2,Festivo,no,538
Lunes,Mayo,3,Laboral,no,682
Martes,Mayo,3,Laboral,si,820
Miércoles,Mayo,3,Laboral,si,219
Jueves,Mayo,3,Laboral,no,218
Viernes,Mayo,3,Laboral,si,201
Sábado,Mayo,3,Víspera,si,207
Domingo,Mayo,3,Festivo,no,298
Lunes,Mayo,4,Laboral,no,501
Martes,Mayo,4,Laboral,si,572
Miércoles,Mayo,4,Laboral,si,170
Jueves,Mayo,4,Laboral,no,233
Viernes,Mayo,4,Laboral,si,216
Sábado,Mayo,4,Víspera,si,203
Domingo,Mayo,4,Festivo,no,232
Lunes,Mayo,5,Laboral,no,433
Martes,Mayo,5,Laboral,si,511
Miércoles,Mayo,5,Laboral,si,330
Jueves,Mayo,5,Laboral,no,370
Viernes,Mayo,5,Laboral,si,433
Sábado,Mayo,5,Víspera,si,330
Domingo,Mayo,5,Festivo,no,406
Lunes,Mayo,6,Laboral,no,941
Martes,Mayo,6,Laboral,si,691
Miércoles,Mayo,6,Laboral,si,1342
Jueves,Mayo,6,Laboral,no,1310
Viernes,Mayo,6,Laboral,si,1602
Sábado,Mayo,6,Víspera,si,1310
Domingo,Mayo,6,Festivo,no,1356
Lunes,Mayo,7,Laboral,no,1362
Martes,Mayo,7,Laboral,si,679
Miércoles,Mayo,7,Laboral,si,4882
Jueves,Mayo,7,Laboral,no,4705
Viernes,Mayo,7,Laboral,si,5376
Sábado,Mayo,7,Víspera,si,4747
Domingo,Mayo,7,Festivo,no,4829
Lunes,Mayo,8,Laboral,no,2640
Martes,Mayo,8,Laboral,si,1292
Miércoles,Mayo,8,Laboral,si,9078
Jueves,Mayo,8,Laboral,no,9155
Viernes,Mayo,8,Laboral,si,9714
Sábado,Mayo,8,Víspera,si,9149
Domingo,Mayo,8,Festivo,no,9132
Lunes,Mayo,9,Laboral,no,4123
Martes,Mayo,9,Laboral,si,1887
Miércoles,Mayo,9,Laboral,si,9776
Jueves,Mayo,9,Laboral,no,10007
Viernes,Mayo,9,Laboral,si,10170
Sábado,Mayo,9,Víspera,si,9725
Domingo,Mayo,9,Festivo,no,9424
Lunes,Mayo,10,Laboral,no,5181
Martes,Mayo,10,Laboral,si,2825
Miércoles,Mayo,10,Laboral,si,7696
Jueves,Mayo,10,Laboral,no,7962
Viernes,Mayo,10,Laboral,si,6143
Sábado,Mayo,10,Víspera,si,7887
Domingo,Mayo,10,Festivo,no,8047
Lunes,Mayo,11,Laboral,no,5720
Martes,Mayo,11,Laboral,si,4095
Miércoles,Mayo,11,Laboral,si,7083
Jueves,Mayo,11,Laboral,no,7373
Viernes,Mayo,11,Laboral,si,4722
Sábado,Mayo,11,Víspera,si,7445
Domingo,Mayo,11,Festivo,no,7127
Lunes,Mayo,12,Laboral,no,7101
Martes,Mayo,12,Laboral,si,5342
Miércoles,Mayo,12,Laboral,si,7271
Jueves,Mayo,12,Laboral,no,7258
Viernes,Mayo,12,Laboral,si,351
Sábado,Mayo,12,Víspera,si,7388
Domingo,Mayo,12,Festivo,no,7596
Lunes,Mayo,13,Laboral,no,7230
Martes,Mayo,13,Laboral,si,5742
Miércoles,Mayo,13,Laboral,si,7477
Jueves,Mayo,13,Laboral,no,931
Viernes,Mayo,13,Laboral,si,7453
Sábado,Mayo,13,Víspera,si,7771
Domingo,Mayo,13,Festivo,no,8211
Lunes,Mayo,14,Laboral,no,8000
Martes,Mayo,14,Laboral,si,6038
Miércoles,Mayo,14,Laboral,si,8607
Jueves,Mayo,14,Laboral,no,7866
Viernes,Mayo,14,Laboral,si,8561
Sábado,Mayo,14,Víspera,si,8686
Domingo,Mayo,14,Festivo,no,9717
Lunes,Mayo,15,Laboral,no,6682
Martes,Mayo,15,Laboral,si,5185
Miércoles,Mayo,15,Laboral,si,9211
Jueves,Mayo,15,Laboral,no,7944
Viernes,Mayo,15,Laboral,si,9770
Sábado,Mayo,15,Víspera,si,9722
Domingo,Mayo,15,Festivo,no,10931
Lunes,Mayo,16,Laboral,no,5116
Martes,Mayo,16,Laboral,si,4168
Miércoles,Mayo,16,Laboral,si,9403
Jueves,Mayo,16,Laboral,no,9582
Viernes,Mayo,16,Laboral,si,9434
Sábado,Mayo,16,Víspera,si,9477
Domingo,Mayo,16,Festivo,no,7691
Lunes,Mayo,17,Laboral,no,5753
Martes,Mayo,17,Laboral,si,5102
Miércoles,Mayo,17,Laboral,si,8862
Jueves,Mayo,17,Laboral,no,10075
Viernes,Mayo,17,Laboral,si,8570
Sábado,Mayo,17,Víspera,si,9252
Domingo,Mayo,17,Festivo,no,8790
Lunes,Mayo,18,Laboral,no,5815
Martes,Mayo,18,Laboral,si,5868
Miércoles,Mayo,18,Laboral,si,9273
Jueves,Mayo,18,Laboral,no,10637
Viernes,Mayo,18,Laboral,si,9304
Sábado,Mayo,18,Víspera,si,9382
Domingo,Mayo,18,Festivo,no,3867
Lunes,Mayo,19,Laboral,no,5716
Martes,Mayo,19,Laboral,si,6057
Miércoles,Mayo,19,Laboral,si,8433
Jueves,Mayo,19,Laboral,no,9549
Viernes,Mayo,19,Laboral,si,8432
Sábado,Mayo,19,Víspera,si,8580
Domingo,Mayo,19,Festivo,no,9746
Lunes,Mayo,20,Laboral,no,5262
Martes,Mayo,20,Laboral,si,6510
Miércoles,Mayo,20,Laboral,si,7267
Jueves,Mayo,20,Laboral,no,8704
Viernes,Mayo,20,Laboral,si,8052
Sábado,Mayo,20,Víspera,si,7815
Domingo,Mayo,20,Festivo,no,8733
Lunes,Mayo,21,Laboral,no,5627
Martes,Mayo,21,Laboral,si,5922
Miércoles,Mayo,21,Laboral,si,6838
Jueves,Mayo,21,Laboral,no,7379
Viernes,Mayo,21,Laboral,si,6306
Sábado,Mayo,21,Víspera,si,7349
Domingo,Mayo,21,Festivo,no,8924
Lunes,Mayo,22,Laboral,no,6304
Martes,Mayo,22,Laboral,si,4443
Miércoles,Mayo,22,Laboral,si,4647
Jueves,Mayo,22,Laboral,no,5276
Viernes,Mayo,22,Laboral,si,4662
Sábado,Mayo,22,Víspera,si,5133
Domingo,Mayo,22,Festivo,no,6935
Lunes,Mayo,23,Laboral,no,4097
Martes,Mayo,23,Laboral,si,2689
Miércoles,Mayo,23,Laboral,si,3120
Jueves,Mayo,23,Laboral,no,3250
Viernes,Mayo,23,Laboral,si,3458
Sábado,Mayo,23,Víspera,si,3322
Domingo,Mayo,23,Festivo,no,4389
Lunes,Mayo,24,Laboral,no,2574
Martes,Mayo,24,Laboral,si,1511
Miércoles,Mayo,24,Laboral,si,1362
Jueves,Mayo,24,Laboral,no,1289
Viernes,Mayo,24,Laboral,si,1626
Sábado,Mayo,24,Víspera,si,1983
Domingo,Mayo,24,Festivo,no,2259
Lunes,Mayo,1,Laboral,si,1929
Martes,Mayo,1,Laboral,si,2158
Miércoles,Mayo,1,Laboral,no,797
Jueves,Mayo,1,Laboral,no,676
Viernes,Mayo,1,Laboral,si,708
Sábado,Mayo,1,Víspera,si,775
Domingo,Mayo,1,Festivo,no,929
Lunes,Mayo,2,Laboral,si,1231
Martes,Mayo,2,Laboral,si,1417
Miércoles,Mayo,2,Laboral,no,391
Jueves,Mayo,2,Laboral,no,354
Viernes,Mayo,2,Laboral,si,347
Sábado,Mayo,2,Víspera,si,408
Domingo,Mayo,2,Festivo,no,535
Lunes,Mayo,3,Laboral,si,774
Martes,Mayo,3,Laboral,si,835
Miércoles,Mayo,3,Laboral,no,239
Jueves,Mayo,3,Laboral,no,219
Viernes,Mayo,3,Laboral,si,224
Sábado,Mayo,3,Víspera,si,239
Domingo,Mayo,3,Festivo,no,295
Lunes,Mayo,4,Laboral,si,537
Martes,Mayo,4,Laboral,si,696
Miércoles,Mayo,4,Laboral,no,202
Jueves,Mayo,4,Laboral,no,248
Viernes,Mayo,4,Laboral,si,198
Sábado,Mayo,4,Víspera,si,173
Domingo,Mayo,4,Festivo,no,281
Lunes,Mayo,5,Laboral,si,507
Martes,Mayo,5,Laboral,si,602
Miércoles,Mayo,5,Laboral,no,358
Jueves,Mayo,5,Laboral,no,387
Viernes,Mayo,5,Laboral,si,417
Sábado,Mayo,5,Víspera,si,348
Domingo,Mayo,5,Festivo,no,438
Lunes,Mayo,6,Laboral,si,972
Martes,Mayo,6,Laboral,si,861
Miércoles,Mayo,6,Laboral,no,1494
Jueves,Mayo,6,Laboral,no,1465
Viernes,Mayo,6,Laboral,si,1366
Sábado,Mayo,6,Víspera,si,1386
Domingo,Mayo,6,Festivo,no,1466
Lunes,Mayo,7,Laboral,si,1440
Martes,Mayo,7,Laboral,si,1092
Miércoles,Mayo,7,Laboral,no,5479
Jueves,Mayo,7,Laboral,no,4601
Viernes,Mayo,7,Laboral,si,4750
Sábado,Mayo,7,Víspera,si,4471
Domingo,Mayo,7,Festivo,no,4864
Lunes,Mayo,8,Laboral,si,2398
Martes,Mayo,8,Laboral,si,1460
Miércoles,Mayo,8,Laboral,no,9464
Jueves,Mayo,8,Laboral,no,8912
